20201223,浦东,北蔡,满五唯一+精装带地暖+三房2卫+有车位+高区景观必看好房,1070万,3室2厅 | 119.33平米 | 南 北 | 精装 | 中楼层(共20层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zqJfQJijU_1.jpg.296x216.jpg
20201223,浦东,北蔡,13号线地铁，出行方便，小区环境好，居住体验舒适。,560万,1室1厅 | 64.89平米 | 南 | 简装 | 中楼层(共24层) | 2006年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/05e9cb86-7716-4aa8-80bb-ef4b52b61139.png.296x216.jpg
20201223,浦东,北蔡,双地铁 精装修3房 采光好 不靠路 全明户型 配套成熟房主自荐,480万,3室1厅 | 87.65平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/test-1c87451e-1005-414d-b180-04f8b20cf5a1.png.296x216.jpg
20201223,浦东,北蔡,13，18双轨交汇，三开间朝全明户型 采光好房主自荐,470万,3室1厅 | 98.33平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/124de70c-f05a-49b8-8a5a-a93a1e80438a.png.296x216.jpg
20201223,浦东,北蔡,电梯高区，近地铁精装1房拎包入住，直看陆家嘴房主自荐,560万,1室2厅 | 69.03平米 | 西南 | 简装 | 中楼层(共20层) | 2008年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/070fa506-88b4-4070-8dc5-bbe1c9ab4e99.jpeg.296x216.jpg
20201223,浦东,北蔡,业主诚意出售，交通方便，低楼层，单价低房主自荐,524万,3室1厅 | 101.06平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/bf18b234-8cca-48ba-9971-0390a964e98e.jpeg.296x216.jpg
20201223,浦东,北蔡,由由一村 全明户型南北通透 采光好小区央座 地铁7号线新上,325万,2室1厅 | 57.89平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/a404d5db-9230-4ebc-8ade-b52a9479320a.png.296x216.jpg
20201223,浦东,北蔡,由由二村 3室2厅 南 北新上,560万,3室2厅 | 102.83平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/a97cc7cd-0927-4bd3-b4f2-00d2c39fd37f.png.296x216.jpg
20201223,浦东,北蔡,南新二村 2室1厅 南新上,280万,2室1厅 | 60.51平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,
20201223,浦东,北蔡,莲琼苑 3室2厅 南 北新上,780万,3室2厅 | 111.4平米 | 南 北 | 精装 | 中楼层(共5层) | 2003年建 | 板楼,
20201223,浦东,北蔡,南北通透+有产权车位+3房2卫+13号线下南路站+诚售新上,1050万,3室2厅 | 134.68平米 | 南 北 | 精装 | 中楼层(共11层) | 2003年建 | 板楼,
20201223,浦东,北蔡,18号线地铁口，南北通全明户型，一手动迁，满五唯一,640万,2室2厅 | 88.48平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2002年建 | 板楼,
20201223,浦东,北蔡,交通便利，配套齐全，看房方便，房主自荐,335万,2室2厅 | 77.59平米 | 南 北 | 精装 | 低楼层(共11层) | 2008年建 | 塔楼,
20201223,浦东,北蔡,交通便利，开发商统一精装电梯1房,265万,1室1厅 | 55.14平米 | 南 | 精装 | 中楼层(共11层) | 2008年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-ea42db8b-b689-4fc6-a3e3-7470446221d4.png.296x216.jpg
20201223,浦东,北蔡,《海上国际》+南+超大阳台+商品房规格，值得欣赏,290万,2室1厅 | 61.34平米 | 南 | 精装 | 中楼层(共11层) | 2008年建 | 塔楼,
20201223,浦东,北蔡,近13/18双轨交通，明亮户型，精装修,395万,2室1厅 | 66.29平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,北蔡,近13/18双轨交通，明亮户型，精装修满五唯一,420万,2室1厅 | 65.95平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-7c32b834-9a1c-4147-a4e9-b2bd3221cb90.png.296x216.jpg
20201223,浦东,北蔡,海上二期+朝南+精装房+近地铁+配套齐全,208万,1室1厅 | 54.82平米 | 南 | 精装 | 低楼层(共11层) | 2008年建 | 塔楼,
20201223,浦东,北蔡,店长推荐：芳华路地铁口+双南全明+非顶楼+动迁税低,420万,2室1厅 | 67.78平米 | 南 | 简装 | 高楼层(共7层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e0844bfe-9fe6-4735-af82-3045217da7ba.png.296x216.jpg
20201223,浦东,北蔡,顶楼对称式大复式，带大露台，中间位置，带产权车位,1680万,4室3厅 | 205平米 | 南 北 | 简装 | 高楼层(共10层) | 2001年建 | 板楼,
20201223,浦东,北蔡,少见电梯一房 小区新环境好 诚意出售,350万,1室1厅 | 60.62平米 | 南 | 简装 | 低楼层(共11层) | 2012年建 | 板楼,
20201223,浦东,北蔡,7/13号线地铁 户型方正 小区花园旁 采光不遮挡 诚售,530万,2室1厅 | 76.52平米 | 南 | 简装 | 低楼层(共17层) | 2012年建 | 板楼,
20201223,浦东,北蔡,地铁龙阳路距离800米，小区央位，采光充足,275万,1室1厅 | 47.28平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/ba07b667-4d65-40c4-8fb3-7e0d38057316.png.296x216.jpg
20201223,浦东,北蔡,13号线旁，南北通透户型，税费低，配套完善，诚意出售房主自荐,746万,3室2厅 | 113.25平米 | 南 北 | 毛坯 | 低楼层(共18层) | 2010年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/b3e8dce3-e5d5-42a1-9c5a-1d17598f809b.png.296x216.jpg
20201223,浦东,北蔡,杨高南路站，两室一厅，采光通风好，前后无遮挡,340万,2室1厅 | 64.06平米 | 东 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/753a1a27-0066-4aa2-9c2b-ef04473332b8.png.296x216.jpg
20201223,浦东,北蔡,南北通透格局好，配套齐全，近地铁出行方便,920万,3室2厅 | 109.85平米 | 南 北 | 精装 | 低楼层(共10层) | 2001年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/9e8b0659-d288-464a-a9c4-d59698d5ecef.png.296x216.jpg
20201223,浦东,北蔡,房龄新，空调加地暖，有车位，户型格局好，保养好,1400万,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共19层) | 2013年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-f3b71858-476f-44c4-adfb-806422ac47d6.png.296x216.jpg
20201223,浦东,北蔡,小户型一房+近七号线地铁+满五年+花木街道区+靠星河湾,245万,1室1厅 | 40.77平米 | 南 北 | 毛坯 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/standard_de72a360-ef15-4405-ac07-75ed5af81a15.png.296x216.jpg
20201223,浦东,北蔡,紫叶花园东园 3室2厅 南,850万,3室2厅 | 126.18平米 | 南 | 其他 | 中楼层(共11层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/1f2dff95-59d4-4bca-830a-995f26063834.png.296x216.jpg
20201223,浦东,北蔡,精装修拎包入住，低楼层，南北两房，杨高南路站,410万,2室1厅 | 63.47平米 | 南 | 精装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/b101752e-7781-4f12-acfe-8b8278c066e2.png.296x216.jpg
20201223,浦东,北蔡,自如标准装修，房东诚意出售，欢迎咨询,510万,1室1厅 | 54.8平米 | 南 | 精装 | 低楼层(共11层) | 2004年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/f3b141c5-16f2-4bf5-8678-658e89889712.png.296x216.jpg
20201223,浦东,北蔡,满五税费少，南北直通，采光通风好，临地铁，带露台,1800万,5室2厅 | 204.69平米 | 南 | 简装 | 高楼层(共7层) | 2008年建 | 板楼,http://image1.ljcdn.com/310000-inspection/174cc21b-e00f-4b67-8e07-9d0ee76963c7.jpg.296x216.jpg
20201223,浦东,北蔡,满两年，大三房，景观楼层，配套齐全房主自荐,1690万,3室2厅 | 187.81平米 | 南 北 | 其他 | 高楼层(共20层) | 2012年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170611/fcf9f705-3a64-416d-b175-20c5738fe595.jpg.296x216.jpg
20201223,浦东,北蔡,陆家嘴锦绣前城 3室2厅 南,1500万,3室2厅 | 122平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,
20201223,浦东,北蔡,中芯位置，满五唯一，一手动迁税费少,265万,1室1厅 | 32.08平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,北蔡,位置安静上叠别墅+产权车位+7/13双轨交通,1350万,4室2厅 | 156.31平米 | 南 | 毛坯 | 低楼层(共3层) | 2005年建 | 板楼,
20201223,浦东,北蔡,小区环境好+车位充足+中间楼层+诚意出售,360万,1室1厅 | 43.41平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/730948d9-1115-4166-9cca-0358232d1480.png.296x216.jpg
20201223,浦东,北蔡,紫竹轩 3室2厅 南,850万,3室2厅 | 142.27平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,
20201223,浦东,北蔡,房子在小区的位置不错，挺安静，高楼层，带大阳台,236万,1室1厅 | 55.19平米 | 南 | 精装 | 高楼层(共11层) | 2008年建 | 塔楼,
20201223,浦东,北蔡,原始动迁房 户型方正 税费少 诚意出售房主自荐,370万,3室1厅 | 80.03平米 | 南 北 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,北蔡,楼层三楼 双南全明户型 西边套 采光好 诚意出售,380万,2室1厅 | 61.57平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/65b98019-6572-4969-ac1d-428075da4ee5.jpg.296x216.jpg
20201223,浦东,北蔡,2号线 7号线 满五唯一 非顶楼，全明户型，诚意出售,495万,3室2厅 | 103.14平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hI5Zr39Hg_1.jpg.296x216.jpg
20201223,浦东,北蔡,南新六村 2室1厅 南,286万,2室1厅 | 63.15平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/63dea2b5-3dd1-4e56-99a3-e96debd31341.png.296x216.jpg
20201223,浦东,北蔡,海上国际花园(二期) 1室1厅 南,218万,1室1厅 | 55.14平米 | 南 | 精装 | 低楼层(共11层) | 2008年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-5812f79f-b5a5-4646-9a8e-112a18bcc918.png.296x216.jpg
20201223,浦东,北蔡,采光佳  户型好  业主诚意出售,580万,3室2厅 | 116.49平米 | 南 北 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/bf8524fd-f18e-45d7-ad90-5413cf44a7f3.png.296x216.jpg
20201223,浦东,北蔡,一手动迁+中低楼层电梯房+南北通透,740万,3室2厅 | 117平米 | 南 北 | 毛坯 | 低楼层(共14层)  | 板楼,
20201223,浦东,北蔡,满五年税费少非顶楼小三房总价低全明户型,430万,3室1厅 | 82.29平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/5ac63ee4-8075-4104-b5f9-2b44d1725ada.png.296x216.jpg
20201223,浦东,北蔡,海上国际花园(二期) 2室1厅 南,300万,2室1厅 | 61.34平米 | 南 | 精装 | 低楼层(共11层) | 2008年建 | 塔楼,
20201223,浦东,北蔡,和平小区(浦东) 3室1厅 南,530万,3室1厅 | 95.51平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,
20201223,浦东,北蔡,02年的商品房 电梯三房 看房方便 采光充足,650万,3室1厅 | 106.58平米 | 南 | 简装 | 低楼层(共12层) | 2002年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/7d7e8c00-b344-4f4b-88f5-b01521c8248d.png.296x216.jpg
20201223,浦东,北蔡,2002年商品房大复式 有电梯 精装修 近地铁 看房方便,1550万,6室3厅 | 224.22平米 | 南 | 精装 | 高楼层(共11层) | 2002年建 | 板楼,
20201223,浦东,北蔡,近地铁动迁电梯房，全明毛坯，可变性极高，理想居住。,516万,2室2厅 | 86.13平米 | 南 | 毛坯 | 11层 | 2010年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20171108/563a7518-cfd0-49e1-8c38-cb7823002fe6.jpg.296x216.jpg
20201223,浦东,北蔡,二期安静位置，装修保养好，一梯一户，方便看房,3900万,4室2厅 | 357.84平米 | 南 | 精装 | 低楼层(共21层) | 2013年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20141201/e28eb637-6959-4160-bca0-fe876738e3ee.jpg.296x216.jpg
20201223,浦东,北蔡,双地铁电梯顶楼复式露台阳光房很多在小区位置好无个税,980万,4室2厅 | 163.48平米 | 南 | 精装 | 高楼层(共11层) | 2004年建 | 板楼,
20201223,浦东,北蔡,此房近地铁，东边套，采光好，居住舒适,810万,4室2厅 | 150.18平米 | 南 | 简装 | 低楼层(共11层) | 2002年建 | 板楼,
20201223,浦东,北蔡,满五唯一免征个税+光照不影响+户型方正+带地下室,980万,3室2厅 | 109.77平米 | 南 | 精装 | 低楼层(共18层) | 2009年建 | 板楼,
20201223,浦东,北蔡,7/13号线双轨  04年小区电梯大四房  南北通  户型方正,980万,4室2厅 | 155平米 | 南 北 | 毛坯 | 高楼层(共14层) | 2004年建 | 板楼,
20201223,浦东,北蔡,动迁个税，双南双阳台，看房方便，小区中间位置房主自荐,405万,2室2厅 | 69.17平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/77175b83-cdd1-453a-be52-ca94542e3a12.png.296x216.jpg
20201223,浦东,北蔡,大华伊斐墅 4室2厅 南,3100万,4室2厅 | 262平米 | 南 | 精装 | 低楼层(共4层)  | 板楼,
20201223,浦东,北蔡,动迁+满五唯一（税费少）/非顶楼+单价低+不靠马路,245万,1室1厅 | 52平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/9f5d9c1a-4598-40fe-aada-4736832795fd.png.296x216.jpg
20201223,浦东,北蔡,全明户型，出行便利，配套齐全。,580万,3室1厅 | 108.82平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/5c5ad623-6a3b-45a2-8b0b-144a3af974b4.png.296x216.jpg
20201223,浦东,北蔡,前城安静位置，业主变现出售，前后景观好，视野舒服,1370万,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共24层) | 2016年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-92a5cea4-4afa-4cca-b5a9-08a123cbd82a.png.296x216.jpg
20201223,浦东,北蔡,人车分流，17年次新房，税费少，高区视野采光好,1420万,3室2厅 | 122平米 | 南 北 | 精装 | 中楼层(共22层) | 2016年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/8610caf9-a732-4868-a10b-3fc488b8bf80.png.296x216.jpg
20201223,浦东,北蔡,满五唯一 南北通 下叠别墅 动静分离  双地铁 有车位房主自荐,1430万,4室2厅 | 171.55平米 | 南 | 精装 | 低楼层(共3层) | 2005年建 | 板楼,
20201223,浦东,北蔡,全明户型，格局好，采光通风好，近双地铁,295万,1室1厅 | 54.8平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,
20201223,浦东,北蔡,人车分流，管家服务，买进价高，配套好房主自荐,1000万,2室2厅 | 93.19平米 | 南 | 精装 | 低楼层(共17层) | 2018年建 | 板楼,
20201223,浦东,北蔡,近2/7/16/18号线龙阳CBD，产权清晰，业主诚意,535万,3室1厅 | 105.9平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,
20201223,浦东,北蔡,满五唯一，高楼层无遮挡采光好，近地铁7号线,318万,2室1厅 | 57.86平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/9c137473-9e88-4303-b749-38cc7606af32.png.296x216.jpg
20201223,浦东,北蔡,满2年精装修好房，仲央空调，新风，诚意卖房,1300万,3室2厅 | 122平米 | 南 | 精装 | 低楼层(共24层) | 2015年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/6b9d0ebd-dc79-481f-8ff8-25155e850868.jpg_600x450.jpg.296x216.jpg
20201223,浦东,北蔡,鹏海小区 2室1厅 南新上,420万,2室1厅 | 72.44平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/09ef2810-f795-4fac-8cca-74399ea98c67.png.296x216.jpg
20201223,浦东,北蔡,艾东小区 3室2厅 南新上,585万,3室2厅 | 105.42平米 | 南 | 其他 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/91db30ff-9b46-48b6-9186-7dd0b2a81aa5.jpg.296x216.jpg
20201223,浦东,北蔡,13、18号线双轨交通，三房全明户型,520万,3室1厅 | 96.94平米 | 南 | 毛坯 | 中楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,北蔡,全明户型，交通方便，精装修，价格便宜新上,440万,3室1厅 | 82.29平米 | 南 北 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QyZz3KT7d_1.jpg.296x216.jpg
20201223,浦东,北蔡,一梯两户边套，精装修两房，业主诚意出售,330万,2室1厅 | 57.65平米 | 南 北 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZUfhmeBO0_1.jpg.296x216.jpg
20201223,浦东,北蔡,双轨交通+小户型，适合各年龄段人群。新上,265万,1室0厅 | 37.32平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kNCN3PZ9I_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修双南一北小三房 户型方正 产权清晰 诚意急售,420万,3室1厅 | 63.83平米 | 南 | 精装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5Jxtcgl9T_1.jpg.296x216.jpg
20201223,浦东,北蔡,紫叶花园 2室1厅 南新上,338万,2室1厅 | 52.17平米 | 南 | 其他 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5QnvuOH1e_1.jpg.296x216.jpg
20201223,浦东,北蔡,由由六村 精装修全明户型 楼上有阁楼 南北通透新上,568万,2室2厅 | 88.22平米 | 南 北 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MtkE296qG_1.jpg.296x216.jpg
20201223,浦东,北蔡,紫叶花园东园 3室2厅 南,780万,3室2厅 | 115.18平米 | 南 | 其他 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/da4483bd-a7a9-439d-a268-8472f6856a9e_1000.jpg.296x216.jpg
20201223,浦东,北蔡,文汇小区(浦东) 3室1厅 南,360万,3室1厅 | 80.03平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EibV0MH8s_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房户型通透、格局好 精装修、户型独特，复式、,900万,3室2厅 | 122.44平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ag8hrN9RP_1.jpg.296x216.jpg
20201223,浦东,北蔡,超大顶复   小区央座    满两年税费少,1450万,6室3厅 | 212.64平米 | 南 北 | 简装 | 高楼层(共11层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YkxOICC6S_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修 视野佳 拎包入住 税费少 诚意出售,415万,3室1厅 | 80.03平米 | 南 | 其他 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KZCfKorHA_1.jpg.296x216.jpg
20201223,浦东,北蔡,培花久远公寓 2室1厅 南新上,550万,2室1厅 | 83.23平米 | 南 | 其他 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mcmRsEy0R_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁，满五1/2不唯一，一楼带15平小院,418万,2室1厅 | 74.16平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WdEPLG3W6_1.jpg.296x216.jpg
20201223,浦东,北蔡,98年的纯商品房 小区交通便利环境好,350万,1室1厅 | 62.44平米 | 南 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7S4RMkAky_1.jpg.296x216.jpg
20201223,浦东,北蔡,商品房小区 看房方便 小区环境好 诚意出售房主自荐,448万,2室1厅 | 68.88平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_k9ORsjPO6_1.jpg.296x216.jpg
20201223,浦东,北蔡,莲溪大楼 2室2厅 南,450万,2室2厅 | 86.04平米 | 南 | 其他 | 低楼层(共18层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_TLyPmfUNp_1.jpg.296x216.jpg
